ID	R_LOFC	R_OIFG	R_MOFC	R_PTRI	R_POPE	R_RMFG	R_SFG	R_CMFG	R_PREC	R_PRCL	R_RCIN	R_CCIN	R_PCIN	R_ICIN	R_PSTCG	R_SPMG	R_SPL	R_IPL	R_PCUN	R_CUNE	R_CALS	R_LOS	R_LING	R_FUSI	R_PHIP	R_ENTO	R_ITG	R_MTG	R_STG	R_TTG	R_INSU	R_THAL	R_CAUD	R_PUTA	R_PALL	R_ACMB	R_HIPP	R_AMYG	L_LOFC	L_OIFG	L_MOFC	L_PTRI	L_POPE	L_RMFG	L_SFG	L_CMFG	L_PREC	L_PRCL	L_RCIN	L_CCIN	L_PCIN	L_ICIN	L_PSTCG	L_SPMG	L_SPL	L_IPL	L_PCUN	L_CUNE	L_CALS	L_LOS	L_LING	L_FUSI	L_PHIP	L_ENTO	L_ITG	L_MTG	L_STG	L_TTG	L_INSU	L_THAL	L_CAUD	L_PUTA	L_PALL	L_ACMB	L_HIPP	L_AMYG	BSTM	eTIV
d68	9811.0	2302.0	4424.0	3736.0	5299.0	12328.0	25442.0	5962.0	12889.0	4511.0	2506.0	2694.0	3674.0	2032.0	10531.0	11619.0	10751.0	16723.0	11382.0	3947.0	2557.0	12785.0	5849.0	9400.0	2069.0	1846.0	14256.0	16111.0	16961.0	1133.0	6411.0	5864.7	3672.3	4034.5	1894.7	337.7	3973.3	1434.0	9994.0	2571.0	4252.0	3948.0	4671.0	12308.0	23750.0	6824.0	14331.0	4038.0	3947.0	3082.0	2938.0	1940.0	11415.0	15159.0	10820.0	12635.0	11839.0	3314.0	1725.0	10288.0	6385.0	9323.0	2372.0	2402.0	13087.0	13335.0	17771.0	1307.0	6169.0	6614.4	4041.7	4826.3	1884.9	399.2	3610.4	1234.6	20577.6	1590125.163197
d69	8477.0	2455.0	4698.0	3808.0	3869.0	11810.0	25080.0	6490.0	14090.0	4398.0	2767.0	2734.0	3847.0	2598.0	10508.0	9145.0	10288.0	13972.0	10089.0	3857.0	2186.0	13387.0	6982.0	8627.0	2320.0	1884.0	13375.0	14238.0	16325.0	981.0	6300.0	7483.8	4262.0	5616.3	2066.4	417.2	3714.6	1710.9	9011.0	1929.0	4226.0	5737.0	4738.0	11569.0	22154.0	6545.0	13364.0	3878.0	3819.0	3364.0	3521.0	2602.0	11677.0	10193.0	9272.0	13191.0	9244.0	4098.0	2035.0	13421.0	6816.0	9044.0	2320.0	2169.0	12940.0	14251.0	16501.0	1172.0	6140.0	7513.6	5153.3	5705.6	2107.6	416.2	3628.0	1374.0	21439.0	1625228.087448
d70	8221.0	2261.0	4245.0	4030.0	4700.0	9540.0	24747.0	5204.0	12186.0	4039.0	2355.0	1946.0	2926.0	3124.0	10873.0	10041.0	10157.0	13266.0	11334.0	3887.0	1655.0	13795.0	6892.0	7313.0	2255.0	2287.0	13228.0	14317.0	16725.0	901.0	6216.0	6862.9	3679.1	4643.6	2064.4	375.1	4257.3	1454.6	8561.0	1962.0	4262.0	4204.0	4956.0	10734.0	21502.0	6600.0	13002.0	4118.0	2787.0	2812.0	2964.0	2787.0	11366.0	9220.0	11027.0	12521.0	9606.0	3776.0	1300.0	13696.0	6189.0	8404.0	2104.0	2047.0	11190.0	15046.0	17565.0	1618.0	6346.0	6414.4	3655.1	4944.0	2131.4	295.3	3891.7	1408.3	17718.4	1567168.691533
d71	6827.0	1930.0	2735.0	3301.0	3565.0	10477.0	21480.0	3649.0	11468.0	3299.0	1772.0	2292.0	2410.0	2656.0	9507.0	8911.0	8955.0	12327.0	9207.0	3139.0	2596.0	9862.0	6776.0	8173.0	1877.0	1409.0	10123.0	9956.0	14906.0	1190.0	5936.0	5785.1	3186.5	3422.3	1450.9	278.3	4214.3	1605.8	7530.0	2003.0	3608.0	4384.0	3824.0	9923.0	20780.0	5138.0	11595.0	4508.0	2544.0	2005.0	2574.0	2185.0	9460.0	10721.0	9034.0	9511.0	7880.0	3758.0	1969.0	9442.0	6135.0	8104.0	1671.0	1641.0	11309.0	11294.0	15572.0	1306.0	5815.0	5698.7	2935.8	3512.1	1564.7	118.5	3677.1	1430.2	18040.9	1455534.537449
d72	7226.0	1620.0	4107.0	3720.0	3502.0	8489.0	21077.0	5087.0	11315.0	3227.0	1873.0	1679.0	1688.0	723.0	7911.0	8010.0	9665.0	14370.0	8392.0	3076.0	2620.0	12389.0	6964.0	6918.0	1976.0	1446.0	13002.0	12109.0	14006.0	797.0	5510.0	6242.1	5017.5	5715.0	1883.6	351.0	4032.4	1403.7	7225.0	1966.0	4419.0	3921.0	3613.0	8928.0	20146.0	4467.0	10770.0	3653.0	2794.0	1722.0	2085.0	1361.0	8110.0	9382.0	8686.0	13193.0	8644.0	3270.0	2383.0	12429.0	7228.0	7858.0	2104.0	2124.0	10408.0	11048.0	14027.0	930.0	5170.0	7091.7	4363.0	5078.7	1745.2	259.0	3584.4	1176.1	16881.2	1470857.900794
d74	8420.0	1723.0	3895.0	4105.0	4119.0	9626.0	22214.0	5410.0	12211.0	3045.0	2027.0	2210.0	3673.0	2057.0	10095.0	7731.0	10288.0	13350.0	9888.0	4029.0	2458.0	12070.0	8406.0	7239.0	2169.0	1780.0	10384.0	12391.0	15208.0	934.0	5714.0	7215.2	3917.4	5173.1	2079.3	463.0	4537.6	1762.4	8054.0	1557.0	4632.0	3821.0	3959.0	10546.0	20818.0	5456.0	11935.0	3684.0	3587.0	3399.0	2769.0	2540.0	9841.0	9125.0	9512.0	12074.0	9320.0	4269.0	2581.0	11009.0	6727.0	6865.0	2175.0	2201.0	11050.0	14099.0	14712.0	1069.0	5430.0	8379.6	3735.3	5200.5	1774.5	304.3	3702.7	1376.3	17961.2	1448593.753106
d75	8639.0	2234.0	3860.0	3627.0	4501.0	10614.0	26442.0	5368.0	12510.0	3814.0	2177.0	1887.0	3431.0	2620.0	10501.0	11121.0	12738.0	17401.0	11707.0	3657.0	3043.0	12893.0	7360.0	9151.0	2072.0	2061.0	12230.0	13292.0	16754.0	979.0	6497.0	6829.7	3218.6	4464.2	1820.4	382.1	4099.7	1596.9	9965.0	2345.0	4761.0	4500.0	5106.0	9738.0	22368.0	6481.0	12581.0	4277.0	3427.0	2789.0	3367.0	3546.0	12179.0	11017.0	11664.0	14779.0	10576.0	3944.0	2763.0	11190.0	6556.0	8653.0	1853.0	1878.0	11689.0	14323.0	17281.0	1157.0	5862.0	7309.1	3502.0	4640.9	1731.7	239.8	3818.4	1466.0	19315.7	1514906.054883
d76	10561.0	2047.0	4950.0	4693.0	5557.0	15443.0	29487.0	7744.0	16442.0	4199.0	3146.0	2819.0	3898.0	3618.0	14547.0	12196.0	15820.0	19638.0	14797.0	4738.0	2559.0	14674.0	7458.0	12411.0	2299.0	1666.0	16487.0	17475.0	18852.0	1306.0	7489.0	9648.4	4022.8	5570.0	2911.3	520.0	4930.7	2217.4	9977.0	2033.0	5045.0	4597.0	5117.0	14346.0	26339.0	9510.0	16333.0	4088.0	4435.0	3488.0	3493.0	3930.0	14399.0	14360.0	15589.0	15626.0	13250.0	5191.0	2299.0	14243.0	8401.0	10314.0	2331.0	2241.0	16128.0	17904.0	22051.0	1513.0	6748.0	9271.6	4024.1	5511.6	2887.9	276.8	4997.7	2116.4	24630.5	2096667.414201
d77	9191.0	2308.0	4223.0	3219.0	3679.0	10769.0	23102.0	6142.0	12982.0	3571.0	2581.0	3117.0	2106.0	1692.0	8599.0	7804.0	9262.0	11377.0	7858.0	4244.0	2824.0	11544.0	7174.0	7513.0	2153.0	1748.0	11791.0	11466.0	13812.0	911.0	5607.0	7221.8	2981.7	5408.3	2211.1	417.8	3882.7	1470.3	8904.0	1947.0	4674.0	4327.0	4316.0	10548.0	22908.0	5502.0	13239.0	3986.0	3641.0	3567.0	3866.0	2194.0	10138.0	8781.0	10542.0	8957.0	7941.0	4466.0	2405.0	12880.0	6968.0	8773.0	1902.0	1822.0	13790.0	12414.0	14911.0	1014.0	5678.0	7725.2	3421.3	5312.3	2010.4	334.5	3910.5	1356.5	21288.4	1437436.598414
d79	8671.0	2480.0	4333.0	4353.0	5063.0	12372.0	24079.0	6288.0	12620.0	3598.0	3178.0	2485.0	3003.0	2703.0	11753.0	10299.0	13918.0	15807.0	11263.0	4865.0	2809.0	11836.0	8263.0	9649.0	1936.0	2119.0	12837.0	12237.0	15529.0	933.0	5805.0	7876.2	3447.8	4215.6	1517.6	436.9	3724.1	1558.1	8932.0	2148.0	4401.0	4904.0	4865.0	12197.0	23061.0	7014.0	12598.0	3855.0	3073.0	2560.0	3087.0	1993.0	11982.0	10783.0	13210.0	12688.0	10173.0	4363.0	2246.0	10582.0	7387.0	9785.0	2075.0	2290.0	12859.0	13305.0	16912.0	1118.0	5643.0	8057.9	3991.0	4513.4	1918.3	288.7	4094.8	1635.2	19178.7	1610947.808143
