ID	R_LOFC	R_OIFG	R_MOFC	R_PTRI	R_POPE	R_RMFG	R_SFG	R_CMFG	R_PREC	R_PRCL	R_RCIN	R_CCIN	R_PCIN	R_ICIN	R_PSTCG	R_SPMG	R_SPL	R_IPL	R_PCUN	R_CUNE	R_CALS	R_LOS	R_LING	R_FUSI	R_PHIP	R_ENTO	R_ITG	R_MTG	R_STG	R_TTG	R_INSU	R_THAL	R_CAUD	R_PUTA	R_PALL	R_ACMB	R_HIPP	R_AMYG	L_LOFC	L_OIFG	L_MOFC	L_PTRI	L_POPE	L_RMFG	L_SFG	L_CMFG	L_PREC	L_PRCL	L_RCIN	L_CCIN	L_PCIN	L_ICIN	L_PSTCG	L_SPMG	L_SPL	L_IPL	L_PCUN	L_CUNE	L_CALS	L_LOS	L_LING	L_FUSI	L_PHIP	L_ENTO	L_ITG	L_MTG	L_STG	L_TTG	L_INSU	L_THAL	L_CAUD	L_PUTA	L_PALL	L_ACMB	L_HIPP	L_AMYG	BSTM	eTIV
c38	8952.0	1840.0	4304.0	3264.0	4839.0	9722.0	25251.0	6487.0	12098.0	3438.0	2349.0	2281.0	3327.0	2916.0	10307.0	10896.0	9009.0	16262.0	9010.0	4534.0	2656.0	12140.0	7527.0	9080.0	2116.0	1393.0	10229.0	12529.0	15077.0	985.0	6875.0	7755.3	3406.1	4474.9	1919.3	358.6	4019.0	1669.2	8384.0	2009.0	4413.0	3139.0	4058.0	10283.0	22001.0	6727.0	12734.0	3933.0	3572.0	2214.0	3710.0	2547.0	11293.0	11543.0	9485.0	11441.0	7986.0	4507.0	2023.0	12296.0	6350.0	8327.0	1997.0	1936.0	11241.0	12410.0	17777.0	1235.0	6478.0	7215.3	3622.8	4891.0	2041.5	365.8	4018.4	1602.0	19983.5	1450612.69077
c39	10176.0	2570.0	4435.0	4627.0	5931.0	12970.0	26205.0	7093.0	12787.0	3593.0	2429.0	2068.0	3350.0	2490.0	9776.0	12746.0	12437.0	15531.0	11152.0	3768.0	1884.0	12343.0	5510.0	10049.0	1921.0	1685.0	11764.0	13027.0	19063.0	1245.0	6865.0	7533.6	4053.8	5200.9	2188.5	420.9	4904.0	2058.1	8542.0	2096.0	4564.0	4931.0	4961.0	12222.0	25972.0	6886.0	13334.0	4112.0	4054.0	3520.0	4027.0	3101.0	10926.0	11221.0	11731.0	11882.0	9809.0	3527.0	1400.0	11912.0	6100.0	7682.0	1628.0	1727.0	11805.0	16757.0	20126.0	1510.0	6876.0	8144.7	4095.2	4640.5	2224.6	264.4	4496.3	1552.1	22613.0	1678901.24835
c40	8277.0	2561.0	4233.0	3833.0	4452.0	13631.0	24533.0	7147.0	12933.0	3664.0	2948.0	2464.0	4607.0	2731.0	11389.0	11350.0	11709.0	14423.0	11420.0	3605.0	2682.0	11557.0	6435.0	9672.0	2003.0	1454.0	11019.0	11539.0	13189.0	894.0	6046.0	7238.5	3591.7	4890.3	2302.6	533.9	3984.1	1495.7	8360.0	1900.0	4085.0	5890.0	7671.0	13493.0	22485.0	6556.0	11353.0	4037.0	3720.0	3430.0	3473.0	2332.0	9375.0	12817.0	12372.0	15098.0	11381.0	4058.0	1894.0	11733.0	5119.0	8268.0	1460.0	1535.0	10430.0	12748.0	16085.0	975.0	6110.0	7591.3	3603.7	4989.3	2378.9	253.8	3769.9	1466.3	20813.1	1558132.03535
c41	10029.0	2390.0	4998.0	4796.0	4612.0	18231.0	29691.0	7144.0	12698.0	4222.0	2939.0	3202.0	4126.0	2452.0	12135.0	10142.0	13915.0	19893.0	12344.0	4152.0	2790.0	11451.0	7076.0	9316.0	2127.0	1582.0	13853.0	17004.0	20246.0	1335.0	6743.0	7629.6	3815.5	4269.5	2351.9	407.6	4726.2	2074.2	9568.0	2280.0	5219.0	5473.0	5809.0	14681.0	26293.0	6870.0	15065.0	3989.0	4067.0	3972.0	4643.0	3075.0	12774.0	9800.0	12339.0	16679.0	11418.0	4775.0	1756.0	13106.0	5582.0	9784.0	2492.0	2327.0	16182.0	17239.0	18422.0	1422.0	6665.0	8611.2	3376.9	4310.5	2306.2	279.8	3856.8	1445.0	23663.9	1844670.956528
c42	9013.0	2164.0	4438.0	5197.0	4282.0	12364.0	32589.0	7296.0	15097.0	3720.0	2578.0	2186.0	3770.0	3212.0	10440.0	10319.0	11025.0	15754.0	10134.0	5187.0	2549.0	15691.0	8350.0	9192.0	2519.0	1420.0	11941.0	14321.0	17858.0	1279.0	7396.0	7638.1	3510.9	4294.3	1897.7	484.6	3827.4	1752.9	9373.0	2756.0	5259.0	4704.0	4346.0	12290.0	28016.0	7419.0	14584.0	3542.0	4041.0	3691.0	3747.0	3166.0	12713.0	14560.0	10653.0	14306.0	9055.0	5749.0	2780.0	11872.0	8032.0	8688.0	1781.0	1738.0	9105.0	12194.0	22269.0	1661.0	6878.0	7843.4	3256.8	4699.8	1858.4	354.4	3887.3	1628.1	18856.7	1672219.541684
c43	10239.0	2500.0	5233.0	3814.0	6068.0	13091.0	31208.0	7653.0	13704.0	4838.0	3210.0	3179.0	4474.0	2291.0	12624.0	11328.0	12139.0	16909.0	10664.0	4033.0	1772.0	11347.0	7577.0	8823.0	2085.0	2058.0	13435.0	15396.0	18494.0	1036.0	7109.0	8122.4	4085.5	5714.1	2392.5	459.5	4353.3	2022.6	10242.0	2258.0	5347.0	4820.0	5137.0	14286.0	26885.0	8542.0	15257.0	4472.0	4248.0	3583.0	3416.0	3587.0	13283.0	13566.0	11650.0	12787.0	11283.0	3814.0	1986.0	12100.0	6865.0	8697.0	2445.0	1801.0	13975.0	16158.0	18421.0	1386.0	6979.0	8718.0	4106.0	5843.9	2312.8	334.9	4110.5	1889.0	22938.4	1815335.154432
c44	8761.0	1941.0	4204.0	4167.0	5191.0	10883.0	27144.0	7288.0	13483.0	4145.0	2358.0	2326.0	3857.0	2729.0	11147.0	12084.0	12207.0	13998.0	11471.0	3487.0	1841.0	11536.0	7338.0	10789.0	2236.0	1953.0	11734.0	14910.0	15505.0	1303.0	6529.0	8353.4	3210.4	4429.6	2185.1	432.5	4163.1	1556.1	8878.0	2001.0	4423.0	4695.0	4357.0	10482.0	25300.0	7157.0	14598.0	3484.0	3238.0	2992.0	3347.0	2657.0	11860.0	10321.0	11888.0	12938.0	10372.0	3647.0	2063.0	10436.0	6262.0	10773.0	1992.0	2079.0	11105.0	16189.0	18157.0	1048.0	6178.0	8244.9	3323.4	5180.9	2239.6	251.1	3839.6	1657.0	20763.5	1634441.625099
c45	8899.0	1982.0	3462.0	4080.0	5865.0	11450.0	30536.0	7228.0	13926.0	3997.0	1959.0	2316.0	4211.0	2841.0	11444.0	10238.0	10841.0	14673.0	9972.0	4114.0	3036.0	14253.0	9379.0	8528.0	2321.0	2018.0	14237.0	15994.0	19034.0	956.0	7565.0	7531.4	3265.7	5301.7	2061.5	400.9	5048.2	1953.3	8611.0	2057.0	5003.0	3646.0	4242.0	12034.0	25356.0	7323.0	15390.0	3699.0	3458.0	3055.0	3131.0	3011.0	11523.0	10444.0	9296.0	14267.0	8989.0	5509.0	2601.0	15377.0	8388.0	8945.0	1818.0	1711.0	13353.0	16120.0	20347.0	1458.0	6955.0	9168.1	3185.6	4424.9	2196.4	301.8	4035.2	1365.3	24103.3	1781636.381069
c46	9762.0	2299.0	4919.0	6060.0	5756.0	14859.0	28829.0	5907.0	14022.0	4159.0	3337.0	3419.0	4558.0	3210.0	10253.0	10433.0	11654.0	16856.0	11039.0	3795.0	1802.0	12207.0	7397.0	8667.0	1962.0	2061.0	13364.0	16998.0	19532.0	1345.0	7650.0	7543.6	3534.7	5530.0	2145.9	460.8	4415.1	1617.6	10416.0	2449.0	5575.0	5848.0	4550.0	13547.0	28700.0	8060.0	14415.0	4602.0	3132.0	3605.0	4236.0	2969.0	10273.0	10010.0	10697.0	15538.0	10600.0	3985.0	1766.0	11937.0	4884.0	9175.0	2049.0	1980.0	13671.0	17221.0	21280.0	1360.0	7016.0	7551.7	3450.8	5259.8	2050.5	427.9	3856.5	1517.4	21469.6	1669272.524436
c47	10741.0	2261.0	5163.0	5336.0	5877.0	13747.0	32105.0	8376.0	14753.0	4784.0	3058.0	3333.0	4033.0	2431.0	13242.0	11653.0	11744.0	16393.0	11907.0	4136.0	1879.0	13468.0	6906.0	10344.0	2355.0	2734.0	16502.0	15158.0	21566.0	1250.0	7296.0	7972.0	3449.6	5294.2	2084.0	456.8	4945.4	2084.6	10720.0	2405.0	5714.0	4502.0	5379.0	14303.0	28941.0	8249.0	16255.0	3919.0	3213.0	4092.0	4533.0	2923.0	12685.0	12377.0	13411.0	14671.0	10494.0	4212.0	1771.0	15019.0	6316.0	10428.0	2478.0	2862.0	13705.0	15919.0	22842.0	1703.0	7495.0	8030.5	3430.0	5251.7	2220.5	361.2	4681.5	2116.5	21971.5	1849402.089655
c48	9631.0	2489.0	4526.0	4096.0	4975.0	13313.0	24055.0	8132.0	16160.0	3894.0	2063.0	2572.0	3826.0	2725.0	10379.0	9951.0	12519.0	18463.0	11518.0	4372.0	2727.0	13440.0	8038.0	9104.0	2318.0	2219.0	15933.0	15360.0	16597.0	1097.0	6249.0	7224.3	3567.3	4828.1	2384.4	305.8	4237.9	1635.9	8785.0	2234.0	4911.0	4167.0	4479.0	13057.0	25730.0	8568.0	15057.0	4638.0	2741.0	2686.0	3442.0	2692.0	12802.0	10615.0	11348.0	15286.0	11148.0	4399.0	2554.0	13058.0	7742.0	8817.0	2682.0	2777.0	15897.0	14208.0	20643.0	1346.0	5985.0	7576.4	3590.7	4899.1	2279.0	210.6	4412.9	1359.3	21611.2	1647500.573781
c49	11261.0	3068.0	5630.0	5211.0	5980.0	16521.0	32405.0	7615.0	16303.0	4933.0	2148.0	2487.0	3738.0	3108.0	14115.0	13813.0	14856.0	18718.0	14980.0	4941.0	3086.0	15557.0	8239.0	11891.0	2170.0	2304.0	15865.0	18005.0	22076.0	1487.0	7411.0	8700.7	4034.3	4806.4	2433.0	474.3	4671.6	2085.0	11772.0	2863.0	6109.0	4095.0	5239.0	14737.0	27831.0	8850.0	16789.0	4791.0	3694.0	4706.0	4477.0	4303.0	14467.0	12699.0	13962.0	15867.0	14050.0	5638.0	2104.0	15132.0	7990.0	10930.0	2006.0	2107.0	16013.0	17667.0	26117.0	1625.0	7168.0	8569.0	3999.8	5338.7	2483.0	345.9	4653.4	1846.6	24297.6	1782004.150742
c50	8477.0	1754.0	3572.0	5071.0	4395.0	12474.0	27736.0	6883.0	13215.0	4052.0	2256.0	2547.0	3822.0	2792.0	9596.0	12389.0	11834.0	16172.0	10315.0	4460.0	2686.0	10967.0	7638.0	9489.0	1853.0	1527.0	14987.0	15204.0	17847.0	1360.0	6601.0	7440.4	3228.7	5190.8	2146.3	323.2	4481.7	1969.8	7821.0	1746.0	4018.0	4682.0	4412.0	10966.0	26488.0	7924.0	13053.0	4141.0	2822.0	2234.0	2546.0	2703.0	10583.0	12507.0	12184.0	13737.0	9922.0	4835.0	2520.0	12640.0	7746.0	8072.0	1975.0	1683.0	13297.0	15391.0	19946.0	1338.0	6647.0	7868.3	3271.2	5331.0	2353.6	305.8	3714.8	1591.8	22176.6	1728506.583634
c51	8533.0	1806.0	4988.0	4453.0	4504.0	13407.0	27890.0	6947.0	14443.0	4312.0	2520.0	2563.0	3356.0	3295.0	12355.0	12425.0	11267.0	14796.0	11939.0	4402.0	2865.0	13055.0	8574.0	10020.0	1951.0	1895.0	13389.0	16560.0	17896.0	1022.0	6529.0	7318.1	3361.8	5265.5	2113.8	488.1	4076.2	1624.2	9591.0	2338.0	4599.0	5890.0	5758.0	14404.0	24674.0	6713.0	12705.0	4511.0	3578.0	3166.0	3542.0	2783.0	12126.0	11386.0	10494.0	14984.0	10806.0	4803.0	3080.0	12959.0	8516.0	9620.0	2090.0	1930.0	13796.0	16925.0	18856.0	1139.0	6653.0	7664.5	3434.0	5151.2	2316.5	321.4	4048.7	1748.9	21295.6	1534538.514505
c52	11290.0	2368.0	5538.0	6091.0	6443.0	18440.0	29518.0	7997.0	17039.0	4603.0	3835.0	3886.0	3797.0	3065.0	13554.0	11982.0	14018.0	16163.0	14001.0	5290.0	2225.0	14601.0	8059.0	11016.0	2129.0	1955.0	16637.0	16262.0	20058.0	1335.0	7966.0	8283.8	4093.9	5546.4	2152.9	440.0	4794.9	2169.5	10379.0	2118.0	5179.0	5372.0	5109.0	17575.0	28180.0	10439.0	16791.0	4917.0	5219.0	3677.0	3326.0	4139.0	12366.0	12720.0	16131.0	15434.0	12835.0	4728.0	1596.0	13801.0	7037.0	10941.0	2342.0	1900.0	14920.0	17410.0	22246.0	1293.0	7820.0	8786.0	4008.2	5647.1	2466.0	421.9	4528.9	1955.8	21986.6	1870077.392812
c53	8552.0	2173.0	4173.0	4690.0	5423.0	14039.0	30475.0	7344.0	14449.0	4458.0	3396.0	2733.0	3707.0	2830.0	10704.0	10666.0	11095.0	14135.0	10845.0	4878.0	2698.0	16022.0	6285.0	9863.0	2376.0	1577.0	12596.0	14037.0	16153.0	1162.0	6911.0	8404.8	4132.0	7302.0	2360.2	511.1	4389.2	1618.0	10160.0	2307.0	4226.0	4168.0	4306.0	14087.0	28257.0	7653.0	15199.0	4295.0	2732.0	2888.0	3263.0	3066.0	11935.0	12125.0	12492.0	12623.0	10219.0	4859.0	2648.0	12662.0	7689.0	8528.0	2450.0	1940.0	13704.0	14218.0	15585.0	936.0	6598.0	8673.1	3970.3	7455.0	2529.9	436.1	3872.9	1508.3	21869.3	1649906.436376
c54	10095.0	2382.0	5169.0	5200.0	4686.0	14179.0	32908.0	10246.0	16426.0	4667.0	3377.0	3763.0	4507.0	3159.0	13064.0	12876.0	9802.0	15122.0	11643.0	6231.0	4170.0	16836.0	9307.0	8434.0	2383.0	988.0	13211.0	17199.0	18015.0	1044.0	6718.0	6609.1	3982.6	5658.8	2061.0	566.4	4327.9	1757.3	10408.0	2256.0	5771.0	6075.0	6079.0	16365.0	33672.0	7466.0	14640.0	4342.0	3425.0	3709.0	3700.0	3612.0	11646.0	12216.0	12097.0	14877.0	11817.0	5797.0	2790.0	15698.0	9370.0	9009.0	2106.0	1572.0	13183.0	17151.0	19364.0	981.0	6254.0	7906.0	4047.6	5005.9	2320.6	608.3	3806.9	1432.4	18040.1	1617964.165804
c55	9792.0	2358.0	4511.0	5495.0	4616.0	12826.0	30470.0	5817.0	14125.0	4358.0	3126.0	2938.0	3097.0	2872.0	11191.0	10572.0	12419.0	16529.0	11349.0	5716.0	2791.0	15332.0	8266.0	9208.0	2136.0	1392.0	14325.0	14743.0	19640.0	1308.0	6672.0	7524.3	4262.7	5404.0	2085.5	564.6	3898.1	1535.1	9588.0	1842.0	5138.0	6807.0	7272.0	11788.0	24905.0	5617.0	12979.0	3888.0	4232.0	3021.0	3105.0	3357.0	11940.0	12054.0	15475.0	14281.0	11963.0	4398.0	1939.0	13524.0	8435.0	9174.0	2382.0	1964.0	12176.0	14369.0	16724.0	1751.0	6691.0	8340.9	4104.5	5713.8	2105.6	546.0	3789.8	1344.2	20489.9	1539923.494897
c56	9668.0	2576.0	5692.0	5277.0	4843.0	12533.0	28945.0	7909.0	14865.0	4117.0	3236.0	3133.0	4000.0	3087.0	11857.0	12511.0	13801.0	14579.0	12420.0	5212.0	2303.0	15247.0	8022.0	8865.0	2303.0	2104.0	13227.0	16008.0	18694.0	1214.0	6895.0	8667.6	3674.6	4224.4	2183.7	542.5	4079.7	1768.0	10088.0	2317.0	5869.0	5932.0	4130.0	13729.0	26697.0	7206.0	15094.0	4460.0	4388.0	4576.0	4671.0	2985.0	15647.0	11610.0	12723.0	14497.0	11411.0	5120.0	2675.0	13136.0	7365.0	9780.0	2340.0	1858.0	14370.0	15793.0	19527.0	1606.0	7099.0	9010.3	3899.9	5876.9	1922.0	439.8	4147.9	1562.6	19914.4	1650375.985157
c58	9788.0	2723.0	4470.0	4165.0	5679.0	13784.0	33061.0	8446.0	17464.0	5363.0	3245.0	3773.0	4417.0	3247.0	13984.0	11075.0	13774.0	20347.0	11903.0	4497.0	3260.0	15196.0	8905.0	10828.0	2528.0	1422.0	13610.0	16895.0	18479.0	1074.0	6776.0	9559.4	4329.7	4601.5	2460.2	740.4	4252.8	1786.3	9928.0	2557.0	6505.0	5754.0	6031.0	15399.0	29851.0	8330.0	16738.0	4405.0	3758.0	3656.0	4436.0	3193.0	13907.0	12780.0	13151.0	17054.0	10441.0	4883.0	2965.0	15302.0	9087.0	10933.0	2426.0	2011.0	15406.0	16093.0	19737.0	1220.0	7131.0	9599.2	4168.9	7026.0	2271.7	566.3	3837.9	1722.1	21636.0	1620528.057905
c59	8503.0	2100.0	4296.0	4413.0	4242.0	12385.0	28366.0	6284.0	13746.0	4013.0	1807.0	1800.0	3565.0	2557.0	10787.0	10524.0	10412.0	15516.0	11172.0	4698.0	2664.0	13716.0	7321.0	10071.0	2199.0	1587.0	13162.0	14811.0	15962.0	1114.0	6736.0	7210.1	4289.3	6484.8	1897.3	552.2	4415.7	1735.2	9252.0	2413.0	5233.0	5098.0	4537.0	13436.0	24911.0	5175.0	12694.0	4019.0	2920.0	3599.0	4160.0	2766.0	10095.0	13863.0	10399.0	13107.0	9483.0	3734.0	2384.0	10925.0	7656.0	10001.0	2415.0	1706.0	11097.0	17609.0	20702.0	1379.0	6559.0	7451.2	4108.7	6319.3	2098.9	593.1	3951.6	1461.3	18564.1	1591281.023962
c60	10375.0	2801.0	4946.0	5472.0	5649.0	12813.0	32760.0	6816.0	16671.0	4802.0	2837.0	2257.0	2666.0	2904.0	12092.0	11535.0	14579.0	16148.0	13649.0	4160.0	2480.0	12868.0	6962.0	10529.0	1953.0	1795.0	13711.0	14086.0	18277.0	1082.0	6761.0	7883.4	5092.5	5710.2	2188.7	684.6	4271.0	1904.4	9623.0	2899.0	5465.0	5469.0	5258.0	12363.0	30130.0	8797.0	16320.0	4333.0	4210.0	4361.0	4250.0	2830.0	14112.0	11188.0	13084.0	14043.0	10924.0	5349.0	2279.0	14076.0	6981.0	11231.0	2683.0	1925.0	13791.0	15996.0	19449.0	1261.0	6784.0	8015.3	5058.4	6957.5	2348.3	608.7	3965.5	1820.9	20921.9	1654330.57061
c61	9990.0	2421.0	5484.0	4994.0	5179.0	13110.0	28184.0	7958.0	13849.0	4235.0	3291.0	3715.0	3913.0	3681.0	11370.0	12315.0	12435.0	16209.0	13595.0	4154.0	2256.0	13205.0	7795.0	9402.0	1977.0	2057.0	12221.0	13199.0	17617.0	1207.0	7042.0	9402.1	4462.2	5596.2	2775.9	667.8	4342.3	1789.1	9157.0	2254.0	5630.0	4949.0	5107.0	13157.0	26547.0	8400.0	15156.0	4910.0	4677.0	3972.0	3846.0	2941.0	10282.0	9951.0	12687.0	15919.0	13165.0	4567.0	2114.0	14478.0	6141.0	8217.0	2049.0	2018.0	13053.0	13457.0	16899.0	1037.0	6476.0	8798.5	4956.5	6952.5	2492.4	692.5	4116.6	1701.3	24838.6	1755431.061512
c62	8475.0	2004.0	4135.0	4439.0	4967.0	10696.0	24988.0	7765.0	13759.0	4042.0	2424.0	1908.0	3055.0	3141.0	10449.0	9075.0	11863.0	15495.0	11156.0	4860.0	2431.0	14481.0	6867.0	8808.0	1749.0	1445.0	15898.0	14479.0	14725.0	1145.0	6392.0	6334.6	3825.2	5603.9	1925.1	454.5	3881.8	1725.1	8102.0	1776.0	4171.0	4936.0	4928.0	10963.0	22426.0	7859.0	14472.0	3777.0	3917.0	2960.0	3284.0	2718.0	11758.0	10252.0	12099.0	13886.0	10672.0	4116.0	2288.0	12340.0	6113.0	7876.0	1724.0	1556.0	14415.0	16177.0	16196.0	1145.0	5589.0	7095.5	3996.5	5569.3	1860.6	439.2	3601.0	1877.0	17974.9	1491022.248637
c63	8951.0	2717.0	4533.0	4374.0	4782.0	13032.0	28848.0	7206.0	12818.0	4339.0	2699.0	3025.0	4552.0	2322.0	10515.0	12505.0	12464.0	14552.0	11235.0	3647.0	1711.0	10406.0	5600.0	8003.0	2095.0	1814.0	13407.0	13017.0	17701.0	1226.0	6887.0	7176.7	4292.9	5461.2	2067.4	550.1	4295.8	1863.1	9196.0	2691.0	5456.0	5895.0	4958.0	11333.0	24936.0	5980.0	12813.0	4680.0	3892.0	3583.0	3679.0	2727.0	11443.0	11721.0	12562.0	14602.0	11091.0	4277.0	1446.0	11687.0	5648.0	8250.0	1956.0	1786.0	11310.0	14313.0	16255.0	1331.0	7164.0	8678.8	4474.3	4630.7	2180.0	504.2	3799.6	1418.2	19722.5	1557071.731744
c64	8099.0	2332.0	3968.0	3994.0	3628.0	10974.0	26052.0	6612.0	13418.0	3941.0	2251.0	2540.0	3122.0	2279.0	10674.0	9436.0	11144.0	14345.0	10451.0	4058.0	2609.0	11196.0	6759.0	7311.0	1825.0	1695.0	13551.0	13564.0	15577.0	896.0	6067.0	7245.4	4540.3	5413.8	2148.0	642.3	3703.0	1499.7	9392.0	1990.0	4857.0	4366.0	3753.0	11144.0	22870.0	7562.0	13248.0	4162.0	3280.0	2469.0	2687.0	2426.0	11827.0	9877.0	12665.0	12208.0	9616.0	3732.0	1876.0	10909.0	6803.0	7949.0	2139.0	1800.0	13392.0	13939.0	14874.0	1233.0	5803.0	8246.0	4189.6	5617.1	2044.7	508.8	3542.0	1260.1	19909.1	1408613.054486
c65	9926.0	2348.0	4602.0	6254.0	5674.0	15660.0	30324.0	6327.0	14071.0	4118.0	2944.0	3715.0	5009.0	3428.0	9913.0	10258.0	12206.0	17248.0	11144.0	4126.0	2401.0	12001.0	7478.0	8605.0	2209.0	1823.0	13382.0	17372.0	18908.0	1300.0	7666.0	7754.6	3614.6	5056.9	2202.1	394.4	4099.6	1618.4	10537.0	2311.0	5567.0	5998.0	4526.0	14449.0	29808.0	8326.0	14782.0	4673.0	3246.0	3456.0	4262.0	2963.0	10630.0	10191.0	10990.0	15705.0	10617.0	4332.0	1710.0	12320.0	4463.0	9579.0	2190.0	1493.0	13605.0	17134.0	21050.0	1461.0	7284.0	7514.3	3362.6	5449.3	2246.5	264.9	3917.2	1432.8	20923.2	1696772.848687
c66	8537.0	2084.0	4262.0	5322.0	5306.0	11231.0	30782.0	7703.0	14174.0	3849.0	2620.0	1926.0	3164.0	3474.0	10914.0	12251.0	12412.0	15766.0	11764.0	4444.0	3316.0	11113.0	7520.0	7720.0	2008.0	1462.0	13219.0	14735.0	16135.0	1334.0	6958.0	7390.9	4088.7	5525.0	1817.9	504.3	4033.4	1726.1	9500.0	2232.0	4826.0	4529.0	5077.0	12492.0	27002.0	7293.0	13776.0	4239.0	3467.0	3115.0	3582.0	3026.0	12977.0	11697.0	11401.0	13173.0	11827.0	4721.0	3049.0	12104.0	7543.0	8271.0	2007.0	1532.0	12241.0	13183.0	19498.0	2069.0	6613.0	8368.9	4415.7	5791.7	1899.0	471.3	3798.0	1530.7	19480.3	1500664.942949
c67	11620.0	2320.0	5026.0	5421.0	7462.0	16133.0	31422.0	7736.0	12187.0	4604.0	3092.0	2352.0	3257.0	3121.0	11092.0	10311.0	12533.0	16317.0	11251.0	5039.0	2980.0	13046.0	8710.0	10745.0	1922.0	1587.0	15138.0	14378.0	20033.0	1352.0	6958.0	9508.0	4030.5	4685.1	2402.3	442.1	4077.4	1709.4	11712.0	2386.0	5011.0	4793.0	5540.0	13741.0	30379.0	9123.0	15383.0	3891.0	3506.0	2667.0	3544.0	3481.0	12355.0	12664.0	10853.0	12233.0	11120.0	5012.0	2482.0	13272.0	10519.0	11295.0	2049.0	1488.0	14327.0	13873.0	20244.0	1884.0	6808.0	8973.7	3650.7	5901.4	2499.6	363.5	3800.5	1678.6	20079.8	1598103.619064
c68	10018.0	2760.0	4923.0	3998.0	4982.0	14440.0	28279.0	6821.0	14272.0	4025.0	2953.0	2906.0	3555.0	2549.0	11397.0	10292.0	13308.0	18244.0	12605.0	5097.0	3760.0	13663.0	8143.0	7784.0	1852.0	1591.0	14792.0	16443.0	17237.0	1003.0	6441.0	7797.2	4119.9	5584.5	2272.6	516.3	4549.8	1821.7	9694.0	1920.0	5223.0	5350.0	5307.0	12266.0	24758.0	7479.0	15149.0	4081.0	3669.0	3692.0	3370.0	3125.0	12914.0	12443.0	13650.0	13825.0	10646.0	4439.0	3270.0	13527.0	7616.0	10753.0	2485.0	1565.0	13753.0	14788.0	17192.0	1151.0	5987.0	9115.6	4142.4	5231.8	2364.9	415.5	3844.7	1852.7	22298.6	1664342.144983
c69	8992.0	2229.0	4690.0	4849.0	4909.0	13443.0	29305.0	7204.0	12651.0	4168.0	3323.0	4052.0	4524.0	2844.0	11641.0	11266.0	11515.0	18679.0	12194.0	4804.0	3170.0	12351.0	7548.0	8921.0	1910.0	1565.0	12567.0	15676.0	17905.0	956.0	7655.0	7000.9	4059.7	5856.5	1983.5	537.8	4181.4	1556.0	9821.0	2503.0	5048.0	5603.0	5656.0	12396.0	27374.0	8393.0	13574.0	4715.0	3960.0	3708.0	3210.0	3021.0	11724.0	10641.0	11278.0	16569.0	11308.0	3865.0	1717.0	15072.0	6926.0	8605.0	1752.0	1393.0	14013.0	16095.0	17736.0	1089.0	7543.0	7394.1	4075.5	5764.1	1969.9	485.9	4125.1	1310.5	20226.9	1548782.018364
c70	9216.0	2215.0	4649.0	4445.0	5238.0	12406.0	26255.0	8011.0	12649.0	4642.0	3047.0	2417.0	3550.0	1931.0	11071.0	11194.0	11901.0	14507.0	9433.0	4355.0	2121.0	13589.0	6039.0	8310.0	2187.0	2048.0	12037.0	12853.0	16226.0	991.0	6287.0	6895.7	3825.6	5589.9	2018.8	640.2	3682.2	1474.4	9021.0	2066.0	4502.0	3456.0	4688.0	12863.0	24571.0	8059.0	13498.0	4333.0	3178.0	3441.0	3097.0	2537.0	10749.0	9863.0	11792.0	13129.0	8681.0	4340.0	2060.0	12411.0	6085.0	9348.0	2610.0	1937.0	11636.0	13293.0	16381.0	1242.0	6022.0	7077.7	3753.0	5558.4	1985.6	591.1	3478.5	1292.4	17519.4	1416842.074565
c71	8545.0	2079.0	4698.0	5038.0	4652.0	11313.0	26671.0	6193.0	12275.0	4183.0	2471.0	2351.0	3758.0	2127.0	9034.0	10490.0	11649.0	16109.0	9782.0	3914.0	2326.0	11543.0	6313.0	10012.0	2054.0	1503.0	11238.0	10753.0	15908.0	1001.0	6028.0	7446.1	4013.2	5567.1	1923.5	502.3	3896.4	1762.7	8843.0	2352.0	4492.0	5226.0	4924.0	10713.0	22039.0	6567.0	11959.0	4190.0	3638.0	3025.0	3865.0	2378.0	11107.0	10366.0	12077.0	12472.0	9893.0	4003.0	1822.0	11248.0	5897.0	9231.0	2167.0	2115.0	14598.0	11567.0	13873.0	844.0	6006.0	7967.1	4097.3	5139.4	1931.1	501.5	3838.1	1621.8	19520.9	1427890.682098
c72	8399.0	2166.0	4190.0	5618.0	5082.0	11314.0	26407.0	6541.0	13159.0	4083.0	2172.0	2600.0	3778.0	2148.0	11556.0	7967.0	8923.0	16155.0	10387.0	4694.0	2807.0	12982.0	6219.0	8681.0	1995.0	1807.0	12403.0	14753.0	15176.0	1038.0	6501.0	6943.8	3664.2	5527.6	2191.5	480.1	4221.0	1708.8	8316.0	2362.0	5402.0	5661.0	5552.0	11089.0	23686.0	5504.0	12345.0	4270.0	3662.0	3636.0	4353.0	2587.0	10113.0	9637.0	9118.0	13972.0	8814.0	3747.0	2329.0	12061.0	5681.0	8084.0	1628.0	1983.0	13321.0	15421.0	16804.0	991.0	6358.0	7673.7	3491.1	5833.8	2182.7	538.4	3863.0	1624.8	22074.5	1493766.586534
